kodi_projekti,viti_fiskal,vlera_planifikuar_fillestare,vlera_miratuar_aktuale,perfshin_tvsh,vlera_disbursuar,data_miratimit_buxhetit,data_rishikimit_fundit
PRJ-003092,2026,35986435.2,35986435.2,True,630000.0,2026-03-11 08:00:00,
PRJ-003093,2026,,,,,,
PRJ-003094,2026,,,,,,
PRJ-003095,2026,2769999.6,2758738.21,True,260000.0,2026-02-15 10:00:00,2026-04-28 10:00:00
PRJ-003096,2026,,,,,,
PRJ-003097,2026,,,,,,
PRJ-003098,2026,10119999.6,10119999.6,True,53999.99,2026-03-06 16:30:00,
PRJ-003099,2026,1480022.4,1480022.4,True,100000.0,2026-03-25 10:00:00,
PRJ-003100,2026,4800000.0,4800000.0,True,0.0,2026-02-11 10:00:00,
PRJ-003101,2026,7799199.6,7799199.6,True,66590.29,2026-02-20 08:00:00,
PRJ-003102,2026,17820000.0,17820000.0,True,33750.0,2026-02-08 10:00:00,
PRJ-003103,2026,14331459.12,14331459.12,True,900000.0,2026-03-01 15:00:00,
PRJ-003104,2026,17497200.0,17497200.0,True,4272.96,2026-02-22 08:30:00,
PRJ-003105,2026,48506256.0,48506256.0,True,,2026-02-17 14:00:00,
PRJ-003106,2026,2400000.0,2400000.0,True,100000.0,2026-03-11 09:00:00,
PRJ-003107,2026,1818764.4,2141425.86,True,238999.99,2026-02-13 08:00:00,2026-04-28 08:00:00
PRJ-003108,2026,164400.0,164400.0,True,,2026-02-10 08:00:00,
PRJ-003109,2026,358530568.8,334486976.01,True,0.0,2026-03-09 10:00:00,2026-04-28 10:00:00
PRJ-003110,2026,10380000.0,10380000.0,True,68850.0,2026-02-22 14:30:00,
PRJ-003111,2026,1497600.0,1497600.0,True,87831.93,2026-02-02 09:30:00,
PRJ-003112,2026,,,,,,
PRJ-003113,2026,,,,,,
PRJ-003114,2026,,,,,,
PRJ-003115,2026,18000000.0,18000000.0,True,517102.71,2026-02-08 10:00:00,
PRJ-003116,2026,,,,,,
PRJ-003117,2026,,,,,,
PRJ-003118,2026,,,,,,
PRJ-003119,2026,,,,,,
PRJ-003120,2026,2799686.4,2799686.4,True,49572.0,2026-03-14 09:00:00,
PRJ-003121,2026,,,,,,
PRJ-003122,2026,,,,,,
PRJ-003123,2026,23470912.0,23470912.0,True,186000.0,2026-03-10 10:00:00,
PRJ-003124,2026,12804000.0,12804000.0,True,,2026-03-29 11:00:00,
PRJ-003125,2026,13176000.0,13176000.0,True,236960.0,2026-03-26 09:00:00,
PRJ-003126,2026,9504000.0,10236434.15,True,175396.25999999998,2026-01-28 08:30:00,2026-04-27 08:30:00
PRJ-003127,2026,29439306.66,29439306.66,True,83333.33,2026-02-20 08:30:00,
PRJ-003128,2026,19935306.66,19935306.66,True,158000.0,2026-03-08 08:30:00,
PRJ-003129,2026,,,,,,
PRJ-003130,2026,9996000.0,9996000.0,True,5325000.0,2026-02-20 10:00:00,
PRJ-003131,2026,10997203.2,10997203.2,True,218800.0,2026-03-24 11:00:00,
PRJ-003132,2026,87600342.79,98828655.32,True,83099.99,2026-02-22 13:30:00,2026-03-27 13:30:00
PRJ-003133,2026,14015601.6,14015601.6,True,169110.13,2026-01-31 08:30:00,
PRJ-003134,2026,19133462.4,19133462.4,True,,2026-02-15 08:30:00,
PRJ-003135,2026,5117860.8,5820235.58,True,695000.0,2026-03-01 08:30:00,2026-04-24 08:30:00
PRJ-003136,2026,57811680.0,57131397.3,True,675500.0,2026-03-07 10:00:00,2026-04-27 10:00:00
PRJ-003137,2026,,,,,,
PRJ-003138,2026,,,,,,
PRJ-003139,2026,,,,,,
PRJ-003140,2026,,,,,,
PRJ-003141,2026,,,,,,
PRJ-003142,2026,17973200.4,18206979.08,True,100498.31,2026-03-26 10:00:00,2026-04-26 10:00:00
PRJ-003143,2026,1513244.4,1513244.4,True,347580.0,2026-02-15 09:00:00,
PRJ-003144,2026,470439.6,470439.6,True,,2026-03-04 09:00:00,
PRJ-003145,2026,7973283.6,7744024.12,True,84588.53,2026-03-12 09:00:00,2026-04-24 09:00:00
PRJ-003146,2026,5989599.6,7253664.13,True,300000.0,2026-03-27 09:00:00,2026-04-26 09:00:00
PRJ-003147,2026,54848424.86,54848424.86,True,1164000.0,2026-02-19 10:00:00,
PRJ-003148,2026,5988232.0,5988232.0,True,266462.27,2026-02-18 11:00:00,
PRJ-003149,2026,3769732.8,3769732.8,True,131500.0,2026-03-15 09:00:00,
PRJ-003150,2026,7857636.97,7857636.97,True,29599.989999999998,2026-02-09 08:30:00,
PRJ-003151,2026,18000000.0,18000000.0,True,99500.0,2026-02-19 12:00:00,
PRJ-003152,2026,,,,,,
PRJ-003153,2026,28615680.0,28615680.0,True,0.0,2026-02-13 11:00:00,
PRJ-003154,2026,29000000.4,29000000.4,True,469669.99,2026-03-11 11:00:00,
PRJ-003155,2026,64830973.87,64830973.87,True,50000.0,2026-02-28 10:00:00,
PRJ-003156,2026,,,,,,
PRJ-003157,2026,,,,,,
PRJ-003158,2026,,,,,,
PRJ-003159,2026,,,,,,
PRJ-003160,2026,1999866.0,1999866.0,True,148759.22,2026-01-28 08:00:00,
PRJ-003161,2026,,,,,,
PRJ-003162,2026,4064760.0,4064760.0,True,9986.53,2026-02-06 08:30:00,
PRJ-003163,2026,8261222.4,7043062.11,True,,2026-02-05 08:00:00,2026-04-23 08:00:00
PRJ-003164,2026,1056995.69,1056995.69,True,,2026-01-24 10:00:00,
PRJ-003165,2026,2877825.96,2877825.96,True,79166.0,2026-01-31 10:00:00,
PRJ-003166,2026,1820830.27,1820830.27,True,6873.93,2026-03-02 10:00:00,
PRJ-003167,2026,4036810.8,4036810.8,True,99750.0,2026-03-25 08:00:00,
PRJ-003168,2026,36639376.0,36639376.0,True,4375000.0,2026-01-28 10:00:00,
PRJ-003169,2026,40543999.2,40543999.2,True,96450.0,2026-02-07 10:00:00,
PRJ-003170,2026,17153600.4,17153600.4,True,34200.0,2026-03-05 10:00:00,
PRJ-003171,2026,380091.6,380091.6,True,,2026-02-13 08:30:00,
PRJ-003172,2026,4837652.4,4837652.4,True,641323.16,2026-03-07 08:30:00,
PRJ-003173,2026,4457560.8,4457560.8,True,156150.0,2026-03-10 08:30:00,
PRJ-003174,2026,2201432.99,2201432.99,True,99500.0,2026-02-25 09:00:00,
PRJ-003175,2026,24396480.0,24082993.81,True,99991.0,2026-02-03 13:00:00,2026-04-23 13:00:00
PRJ-003176,2026,99999999.6,99999999.6,True,96458.0,2026-03-14 09:00:00,
PRJ-003177,2026,14989672.8,14989672.8,True,677800.0,2026-03-09 08:00:00,
PRJ-003178,2026,20015312.04,20015312.04,True,51333.0,2026-02-27 11:00:00,
PRJ-003179,2026,299525425.2,299525425.2,True,73634.71,2026-03-02 10:00:00,
PRJ-003180,2026,49998626.4,49998626.4,True,298000.0,2026-02-09 12:00:00,
PRJ-003181,2026,,,,,,
PRJ-003182,2026,,,,,,
PRJ-003183,2026,9524128.8,9524128.8,True,816000.0,2026-01-27 08:00:00,
PRJ-003184,2026,3000000.0,3000000.0,True,72500.0,2026-03-23 10:00:00,
PRJ-003185,2026,3568020.0,3480260.42,True,70000.0,2026-01-24 09:00:00,2026-04-22 09:00:00
PRJ-003186,2026,1999248.0,1999248.0,True,77400.0,2026-01-23 11:00:00,
PRJ-003187,2026,7200000.0,8632903.99,True,610003.0,2026-02-23 11:00:00,2026-03-21 11:00:00
PRJ-003188,2026,2520000.0,2550482.6,True,16000.0,2026-03-18 16:00:00,2026-04-22 16:00:00
PRJ-003189,2026,8599403.75,8658940.83,True,3920.0,2026-03-19 00:00:00,2026-04-22 00:00:00
PRJ-003190,2026,16297838.4,16297838.4,True,92300.0,2026-02-21 09:00:00,
PRJ-003191,2026,8166996.0,8166996.0,True,162763.0,2026-03-18 08:00:00,
PRJ-003192,2026,,,,,,
PRJ-003193,2026,25922098.5,25922098.5,True,23095.0,2026-02-19 08:30:00,
PRJ-003194,2026,,,,,,
PRJ-003195,2026,2160000.0,2160000.0,True,221950.78,2026-02-06 14:00:00,
PRJ-003196,2026,,,,,,
PRJ-003197,2026,1736247.6,1736247.6,True,10000.0,2026-02-05 08:30:00,
PRJ-003198,2026,,,,,,
PRJ-003199,2026,44765553.6,44765553.6,True,80307.69,2026-01-26 08:00:00,
PRJ-003200,2026,,,,,,
PRJ-003201,2026,,,,,,
PRJ-003202,2026,,,,,,
PRJ-003203,2026,4795200.0,4795200.0,True,99900.0,2026-01-23 10:00:00,
PRJ-003204,2026,7193680.0,7193680.0,True,40000.0,2026-01-24 08:00:00,
PRJ-003205,2026,,,,,,
PRJ-003206,2026,29946948.0,29946948.0,True,5930000.01,2026-02-25 10:00:00,
PRJ-003207,2026,49237959.6,49237959.6,True,11715015.51,2026-03-01 08:30:00,
PRJ-003208,2026,153794069.82,153794069.82,True,440000.0,2026-02-02 08:30:00,
PRJ-003209,2026,4992384.0,4992384.0,True,75000.0,2026-03-11 08:30:00,
PRJ-003210,2026,3992880.0,3992880.0,True,33000.0,2026-03-01 10:00:00,
PRJ-003211,2026,5999460.0,5999460.0,True,166666.67,2026-03-22 13:00:00,
PRJ-003212,2026,1999365.6,1999365.6,True,21750.0,2026-02-06 15:00:00,
PRJ-003213,2026,28980712.8,28980712.8,True,127800.0,2026-02-08 10:00:00,
PRJ-003214,2026,,,,,,
PRJ-003215,2026,1500000.0,1500000.0,True,0.0,2026-02-03 10:00:00,
PRJ-003216,2026,,,,,,
PRJ-003217,2026,,,,,,
PRJ-003218,2026,,,,,,
PRJ-003219,2026,,,,,,
PRJ-003220,2026,,,,,,
PRJ-003221,2026,5000000.4,5000000.4,True,29997.0,2026-03-20 09:00:00,
PRJ-003222,2026,3839804.4,3839804.4,True,866800.0,2026-02-25 08:30:00,
PRJ-003223,2026,5185642.93,5185642.93,True,200000.0,2026-03-09 08:30:00,
PRJ-003224,2026,1345838.53,1345838.53,True,4659.25,2026-03-13 08:30:00,
PRJ-003225,2026,5492160.0,6862462.28,True,,2026-03-20 10:00:00,2026-04-19 10:00:00
PRJ-003226,2026,7599997.2,7599997.2,True,15300.010000000002,2026-03-11 08:00:00,
PRJ-003227,2026,4464400.0,4464400.0,True,350000.0,2026-02-20 11:00:00,
PRJ-003228,2026,50000000.0,50000000.0,True,24318.49,2026-02-18 08:30:00,
PRJ-003229,2026,26547476.4,29250005.17,True,104166.5,2026-03-07 11:30:00,2026-04-19 11:30:00
PRJ-003230,2026,19995810.0,22926036.71,True,8429.86,2026-03-09 11:00:00,2026-04-19 11:00:00
PRJ-003231,2026,,,,,,
PRJ-003232,2026,18000000.0,18000000.0,True,120000.0,2026-02-02 10:00:00,
PRJ-003233,2026,,,,,,
PRJ-003234,2026,,,,,,
PRJ-003235,2026,34997608.8,34997608.8,True,13480000.0,2026-02-21 11:00:00,
PRJ-003236,2026,,,,,,
PRJ-003237,2026,,,,,,
PRJ-003238,2026,7200000.0,7200000.0,True,3500.0,2026-02-04 10:00:00,
PRJ-003239,2026,169904.4,209792.19,True,,2026-02-25 08:00:00,2026-04-16 08:00:00
PRJ-003240,2026,8480812.8,8480812.8,True,100000.0,2026-02-12 09:00:00,
PRJ-003241,2026,5520720.0,5520720.0,True,98433.0,2026-02-14 11:00:00,
PRJ-003242,2026,,,,,,
PRJ-003243,2026,59422680.0,64873027.17,True,100000.0,2026-02-12 09:00:00,2026-04-16 09:00:00
PRJ-003244,2026,5819000.0,5819000.0,True,199955.0,2026-03-03 11:00:00,
PRJ-003245,2026,2400000.0,2400000.0,True,1277999.99,2026-02-03 11:00:00,
PRJ-003246,2026,7183101.6,7183101.6,True,693000.0,2026-01-20 00:00:00,
PRJ-003247,2026,31932240.0,31932240.0,True,100000.0,2026-02-14 09:00:00,
PRJ-003248,2026,2499996.0,2688068.02,True,99900.0,2026-03-08 10:00:00,2026-04-16 10:00:00
PRJ-003249,2026,119222362.74,119222362.74,True,295518.96,2026-02-28 09:30:00,
PRJ-003250,2026,249105819.4,249105819.4,True,,2026-02-13 09:30:00,
PRJ-003251,2026,129883456.66,129883456.66,True,4986.55,2026-02-25 09:30:00,
PRJ-003252,2026,,,,,,
PRJ-003253,2026,30649129.2,30649129.2,True,975100.0,2026-02-06 12:30:00,
PRJ-003254,2026,29999169.6,32540630.36,True,6450685.0,2026-03-06 11:00:00,2026-04-16 11:00:00
PRJ-003255,2026,,,,,,
PRJ-003256,2026,,,,,,
PRJ-003257,2026,,,,,,
PRJ-003258,2026,,,,,,
PRJ-003259,2026,,,,,,
PRJ-003260,2026,,,,,,
PRJ-003261,2026,6789273.6,6789273.6,True,62000.0,2026-01-20 09:00:00,
PRJ-003262,2026,1359956.4,1359956.4,True,727000.0,2026-01-16 09:00:00,
PRJ-003263,2026,8662223.28,8627117.8,True,788800.0,2026-02-28 08:30:00,2026-04-15 08:30:00
PRJ-003264,2026,4967728.8,4967728.8,True,99999.99,2026-01-30 08:00:00,
PRJ-003265,2026,3492992.1,3492992.1,True,552390.66,2026-01-18 10:00:00,
PRJ-003266,2026,,,,,,
PRJ-003267,2026,25922806.36,25922806.36,True,66800.0,2026-01-31 10:00:00,
PRJ-003268,2026,114000000.0,114000000.0,True,130500.0,2026-02-14 10:00:00,
PRJ-003269,2026,4492800.0,4492800.0,True,938520.0,2026-02-21 14:00:00,
PRJ-003270,2026,2499420.0,2285259.94,True,99800.0,2026-02-09 09:00:00,2026-04-15 09:00:00
PRJ-003271,2026,,,,,,
PRJ-003272,2026,193475100.0,217919098.76,True,139957173.19,2026-02-01 10:00:00,2026-04-15 10:00:00
PRJ-003273,2026,15999184.8,15999184.8,True,100000.0,2026-03-05 08:00:00,
PRJ-003274,2026,,,,,,
PRJ-003275,2026,,,,,,
PRJ-003276,2026,,,,,,
PRJ-003277,2026,1964940.0,1964940.0,True,99.9,2026-03-12 11:00:00,
PRJ-003278,2026,11400000.0,11400000.0,True,100000.0,2026-03-01 08:00:00,
PRJ-003279,2026,2400000.0,2400000.0,True,378000.0,2026-01-19 10:00:00,
PRJ-003280,2026,,,,,,
PRJ-003281,2026,,,,,,
PRJ-003282,2026,4800000.0,4800000.0,True,347000.0,2026-01-20 10:00:00,
PRJ-003283,2026,,,,,,
PRJ-003284,2026,,,,,,
PRJ-003285,2026,,,,,,
PRJ-003286,2026,,,,,,
PRJ-003287,2026,4792824.0,4792824.0,True,29000.0,2026-03-10 11:00:00,
PRJ-003288,2026,4081287.24,4081287.24,True,97200.0,2026-02-09 10:00:00,
PRJ-003289,2026,10291200.0,10291200.0,True,89483.95,2026-02-13 10:00:00,
PRJ-003290,2026,10440000.0,11828435.49,True,21245.47,2026-01-22 08:00:00,2026-03-12 08:00:00
PRJ-003291,2026,1800000.0,1800000.0,True,56333.0,2026-02-27 08:00:00,
PRJ-003292,2026,6000000.0,6000000.0,True,52000.0,2026-03-13 09:00:00,
PRJ-003293,2026,,,,,,
PRJ-003294,2026,4967728.8,4967728.8,True,,2026-02-12 08:00:00,
PRJ-003295,2026,4600134.0,5067824.41,True,99000.0,2026-03-14 10:00:00,2026-04-13 10:00:00
PRJ-003296,2026,7290786.0,7290786.0,True,96000.0,2026-03-14 12:00:00,
PRJ-003297,2026,,,,,,
PRJ-003298,2026,83367999.6,83367999.6,True,13786.09,2026-02-02 11:00:00,
PRJ-003299,2026,,,,,,
PRJ-003300,2026,239940400.0,239940400.0,True,2929480.0,2026-02-05 09:00:00,
PRJ-003301,2026,,,,,,
PRJ-003302,2026,14999846.4,16543701.33,True,14000.0,2026-01-25 10:00:00,2026-04-13 10:00:00
PRJ-003303,2026,,,,,,
PRJ-003304,2026,,,,,,
PRJ-003305,2026,,,,,,
PRJ-003306,2026,,,,,,
PRJ-003307,2026,,,,,,
PRJ-003308,2026,,,,,,
PRJ-003309,2026,,,,,,
PRJ-003310,2026,,,,,,
PRJ-003311,2026,,,,,,
PRJ-003312,2026,,,,,,
PRJ-003313,2026,,,,,,
PRJ-003314,2026,,,,,,
PRJ-003315,2026,,,,,,
PRJ-003316,2026,18108000.0,18108000.0,True,101774.92,2026-03-11 09:00:00,
PRJ-003317,2026,1400013.6,1400013.6,True,40950.0,2026-01-10 09:00:00,
PRJ-003318,2026,,,,,,
PRJ-003319,2026,30500000.4,30500000.4,True,20339.97,2026-02-21 09:00:00,
PRJ-003320,2026,,,,,,
PRJ-003321,2026,10210932.0,10092147.71,True,55000.0,2026-01-29 08:30:00,2026-04-09 08:30:00
PRJ-003322,2026,83224382.08,93722715.5,True,57111.77,2026-02-07 08:30:00,2026-04-09 08:30:00
PRJ-003323,2026,73013450.08,73013450.08,True,89870.3,2026-02-13 08:30:00,
PRJ-003324,2026,,,,,,
PRJ-003325,2026,,,,,,
PRJ-003326,2026,,,,,,
PRJ-003327,2026,,,,,,
PRJ-003328,2026,,,,,,
PRJ-003329,2026,35021412.0,30493222.89,True,100000.0,2026-03-02 00:00:00,2026-04-09 00:00:00
PRJ-003330,2026,34665600.0,34665600.0,True,227916.3,2026-03-07 09:00:00,
PRJ-003331,2026,,,,,,
PRJ-003332,2026,,,,,,
PRJ-003333,2026,,,,,,
PRJ-003334,2026,,,,,,
PRJ-003335,2026,,,,,,
PRJ-003336,2026,2952000.0,2935338.84,True,90000.0,2026-01-27 10:00:00,2026-03-27 10:00:00
PRJ-003337,2026,2899999.2,2899999.2,True,8262.01,2026-01-24 10:00:00,
PRJ-003338,2026,11799999.6,11799999.6,True,98000.0,2026-02-18 10:00:00,
PRJ-003339,2026,,,,,,
PRJ-003340,2026,4897131.0,4897131.0,True,97000.0,2026-01-31 08:30:00,
PRJ-003341,2026,7519800.0,7519800.0,True,9190.0,2026-02-27 08:00:00,
PRJ-003342,2026,3508324.8,4193839.02,True,0.0,2026-01-23 10:00:00,2026-04-08 10:00:00
PRJ-003343,2026,1708688.4,1765201.96,True,28804.71,2026-02-08 12:00:00,2026-03-02 12:00:00
PRJ-003344,2026,25084297.2,28078569.4,True,550000.0,2026-03-09 12:00:00,2026-04-08 12:00:00
PRJ-003345,2026,21554400.0,26349559.28,True,297000.0,2026-02-13 12:00:00,2026-04-08 12:00:00
PRJ-003346,2026,,,,,,
PRJ-003347,2026,,,,,,
PRJ-003348,2026,9922948.8,9922948.8,True,217512.55,2026-02-05 15:00:00,
PRJ-003349,2026,1346814.8,1346814.8,True,49134.41,2026-01-10 10:00:00,
PRJ-003350,2026,2525760.0,2525760.0,True,204418.0,2026-02-04 08:30:00,
PRJ-003351,2026,9951240.0,9951240.0,True,118605.0,2026-02-04 08:30:00,
PRJ-003352,2026,7425480.0,8065954.61,True,219441.0,2026-02-22 08:30:00,2026-04-07 08:30:00
PRJ-003353,2026,1458000.0,1458000.0,True,70000.0,2026-02-13 08:00:00,
PRJ-003354,2026,3594391.2,3594391.2,True,10933.48,2026-01-10 13:00:00,
PRJ-003355,2026,17399687.32,17399687.32,True,34800.0,2026-03-09 11:00:00,
PRJ-003356,2026,15999184.8,16465735.31,True,842100.0,2026-03-04 08:00:00,2026-03-27 08:00:00
PRJ-003357,2026,69542240.59,74402111.96,True,1420000.0,2026-02-16 08:00:00,2026-04-07 08:00:00
PRJ-003358,2026,215417487.79,202085858.29,True,91747.24,2026-02-12 08:00:00,2026-04-07 08:00:00
PRJ-003359,2026,145875247.2,145875247.2,True,286655.0,2026-03-09 08:00:00,
PRJ-003360,2026,,,,,,
PRJ-003361,2026,,,,,,
PRJ-003362,2026,3556000.0,3556000.0,True,99745.0,2026-01-25 09:00:00,
PRJ-003363,2026,11995006.8,11995006.8,True,558333.0,2026-02-06 08:00:00,
PRJ-003364,2026,15516.0,15516.0,True,,2026-01-26 08:30:00,
PRJ-003365,2026,27840.0,27840.0,True,,2026-02-07 08:30:00,
PRJ-003366,2026,99000.0,99000.0,True,,2026-03-03 08:30:00,
PRJ-003367,2026,22410.0,22410.0,True,,2026-01-23 08:30:00,
PRJ-003368,2026,203868.0,203868.0,True,,2026-02-18 08:30:00,
PRJ-003369,2026,3624.0,3443.82,True,,2026-01-18 08:30:00,2026-04-01 08:30:00
PRJ-003370,2026,316800.0,316800.0,True,,2026-01-10 08:30:00,
PRJ-003371,2026,6476478.0,6476478.0,True,227488.72999999998,2026-02-13 08:30:00,
PRJ-003372,2026,3881739.6,3881739.6,True,14000.0,2026-01-28 14:00:00,
PRJ-003373,2026,3996000.0,3996000.0,True,268799.99,2026-02-20 08:00:00,
PRJ-003374,2026,18955999.2,18955999.2,True,75417.24,2026-03-01 10:00:00,
PRJ-003375,2026,13257700.0,13257700.0,True,449700.0,2026-03-06 08:00:00,
PRJ-003376,2026,1420849136.71,1420849136.71,True,0.0,2026-02-11 08:00:00,
PRJ-003377,2026,1646841561.31,1646841561.31,True,732000.0,2026-01-12 08:00:00,
PRJ-003378,2026,1318358281.66,1439107215.94,True,1579040.0,2026-01-29 08:00:00,2026-04-06 08:00:00
PRJ-003379,2026,5363510148.72,5083937011.13,True,107897.6,2026-02-04 08:00:00,2026-04-06 08:00:00
PRJ-003380,2026,977461169.04,977461169.04,True,95000.0,2026-01-11 08:00:00,
PRJ-003381,2026,,,,,,
PRJ-003382,2026,2208975.37,2208975.37,True,1237771.0,2026-01-05 11:00:00,
PRJ-003383,2026,3769745.71,3768127.85,True,63600.009999999995,2026-01-29 11:00:00,2026-04-02 11:00:00
PRJ-003384,2026,1560770.34,1560770.34,True,244600.0,2026-01-30 11:00:00,
PRJ-003385,2026,1497600.0,1497600.0,True,142017.76,2026-02-25 10:00:00,
PRJ-003386,2026,4993579.06,5276758.26,True,19586.62,2026-01-14 08:00:00,2026-03-31 08:00:00
PRJ-003387,2026,30000000.0,30000000.0,True,100000.0,2026-03-01 09:00:00,
PRJ-003388,2026,4999200.0,4999200.0,True,175000.0,2026-02-09 09:00:00,
PRJ-003389,2026,113047559.39,101554449.3,True,886997.6,2026-02-15 11:00:00,2026-03-07 11:00:00
PRJ-003390,2026,6185946.0,6185946.0,True,73970.88,2026-02-21 08:00:00,
PRJ-003391,2026,6517768.8,6592485.3,True,688000.0,2026-02-15 10:00:00,2026-04-02 10:00:00
PRJ-003392,2026,2019840.0,2019840.0,True,92000.0,2026-02-28 09:00:00,
PRJ-003393,2026,6424440.0,6424440.0,True,138000.0,2026-02-01 11:00:00,
PRJ-003394,2026,,,,,,
PRJ-003395,2026,4479999.6,4479999.6,True,100000.0,2026-01-14 08:30:00,
PRJ-003396,2026,4519140.0,4519140.0,True,564000.0,2026-01-23 08:30:00,
PRJ-003397,2026,8923847.21,7680476.87,True,4650000.0,2026-01-15 10:00:00,2026-01-30 10:00:00
PRJ-003398,2026,3420000.0,3420000.0,True,210000.01,2026-01-09 08:00:00,
PRJ-003399,2026,3369000.0,3369000.0,True,99000.0,2026-01-30 11:00:00,
PRJ-003400,2026,,,,,,
PRJ-003401,2026,28452504.0,28452504.0,True,487600.0,2026-01-07 11:00:00,
PRJ-003402,2026,5980869.35,5980869.35,True,96715.01000000001,2026-01-31 10:00:00,
PRJ-003403,2026,32215650.28,32215650.28,True,24605010.0,2026-01-19 10:00:00,
PRJ-003404,2026,14909900.4,15482720.0,True,99500.0,2026-03-03 15:00:00,2026-03-30 15:00:00
PRJ-003405,2026,7799199.6,7799199.6,True,341667.0,2026-01-12 08:00:00,
PRJ-003406,2026,2292000.0,2292000.0,True,225000.0,2026-01-30 08:00:00,
PRJ-003407,2026,1999992.0,1999992.0,True,500000.0,2026-02-01 10:00:00,
PRJ-003408,2026,1708800.0,1626151.89,True,297300.0,2026-02-05 13:00:00,2026-03-31 13:00:00
PRJ-003409,2026,6996000.0,6212597.37,True,99000.0,2026-02-21 10:00:00,2026-03-31 10:00:00
PRJ-003410,2026,1299999.6,1299999.6,True,97500.0,2026-02-20 08:00:00,
PRJ-003411,2026,4800000.0,4800000.0,True,29800.0,2026-02-12 08:00:00,
PRJ-003412,2026,2059200.0,2099173.35,True,98698.0,2026-01-25 08:00:00,2026-02-09 08:00:00
PRJ-003413,2026,2580000.0,2580000.0,True,55840.0,2026-02-19 10:00:00,
PRJ-003414,2026,1807616.83,1807616.83,True,183825.0,2026-01-10 08:30:00,
PRJ-003415,2026,9184376.78,9184376.78,True,765000.0,2026-02-17 08:30:00,
PRJ-003416,2026,26101172.62,25876160.05,True,555555.0,2026-01-08 08:30:00,2026-03-30 08:30:00
PRJ-003417,2026,15109179.0,15109179.0,True,,2026-02-03 08:30:00,
PRJ-003418,2026,1376400.0,1376400.0,True,95000.0,2026-02-15 11:00:00,
PRJ-003419,2026,8564400.0,10414757.29,True,427600.0,2026-02-20 11:00:00,2026-03-30 11:00:00
PRJ-003420,2026,7188000.0,7188000.0,True,144900.0,2026-03-01 11:00:00,
PRJ-003421,2026,1872000.0,1872000.0,True,995666.67,2026-01-10 09:00:00,
PRJ-003422,2026,1096000.0,1096000.0,True,,2026-01-18 09:00:00,
PRJ-003423,2026,6360000.0,7218705.73,True,49200.0,2026-01-06 09:00:00,2026-03-30 09:00:00
PRJ-003424,2026,22014394.0,22014394.0,True,98000.0,2026-01-17 09:00:00,
PRJ-003425,2026,11452000.0,11452000.0,True,235000.0,2026-02-10 09:00:00,
PRJ-003426,2026,,,,,,
PRJ-003427,2026,15471558.0,15471558.0,True,71919.98000000001,2026-01-06 11:30:00,
PRJ-003428,2026,356674800.0,356674800.0,True,100000.0,2026-02-11 08:30:00,
PRJ-003429,2026,474748920.0,474748920.0,True,197055.29,2026-02-23 11:00:00,
PRJ-003430,2026,,,,,,
PRJ-003431,2026,8139999.6,7230638.98,True,185464.0,2026-01-23 09:00:00,2026-03-04 09:00:00
PRJ-003432,2026,1648267.2,1924648.13,True,873463.0,2026-01-31 10:00:00,2026-03-29 10:00:00
PRJ-003433,2026,14992801.2,14992801.2,True,98315.0,2026-01-18 09:00:00,
PRJ-003434,2026,2494320.0,2494320.0,True,99900.0,2026-01-03 09:00:00,
PRJ-003435,2026,315826209.6,315826209.6,True,2709.99,2026-02-09 10:00:00,
PRJ-003436,2026,58924486.04,68620264.99,True,99900.0,2026-01-01 11:00:00,2026-03-07 11:00:00
PRJ-003437,2026,,,,,,
PRJ-003438,2026,,,,,,
PRJ-003439,2026,,,,,,
PRJ-003440,2026,6474000.0,6474000.0,True,98667.0,2026-02-12 10:00:00,
PRJ-003441,2026,,,,,,
PRJ-003442,2026,4838400.0,4838400.0,True,71966.68000000001,2026-01-05 09:00:00,
PRJ-003443,2026,1800000.0,1800000.0,True,224200.0,2026-02-13 08:00:00,
PRJ-003444,2026,6000000.0,6000000.0,True,916386.0,2026-02-17 12:00:00,
PRJ-003445,2026,1428399.6,1428399.6,True,100000.0,2026-01-22 11:00:00,
PRJ-003446,2026,,,,,,
PRJ-003447,2026,,,,,,
PRJ-003448,2026,3992762.4,3992762.4,True,550156.5,2026-01-15 14:30:00,
PRJ-003449,2026,13128.1,13128.1,True,,2026-01-03 11:00:00,
PRJ-003450,2026,103385.09,103385.09,True,,2026-02-19 11:00:00,
PRJ-003451,2026,56951.92,56951.92,True,,2025-12-30 11:00:00,
PRJ-003452,2026,52849.49,52849.49,True,,2026-01-12 11:00:00,
PRJ-003453,2026,767220.24,738387.31,True,,2026-01-14 11:00:00,2026-01-30 11:00:00
PRJ-003454,2026,101376.0,101376.0,True,,2025-12-26 11:00:00,
PRJ-003455,2026,353260.8,353260.8,True,,2025-12-28 11:00:00,
PRJ-003456,2026,44996.64,44996.64,True,,2026-01-21 11:00:00,
PRJ-003457,2026,1141388.46,1141388.46,True,,2026-02-07 11:00:00,
PRJ-003458,2026,10770.96,10688.88,True,,2025-12-28 11:00:00,2026-03-25 11:00:00
PRJ-003459,2026,6951.65,6947.23,True,,2026-02-03 11:00:00,2026-03-25 11:00:00
PRJ-003460,2026,209030.8,209030.8,True,,2026-01-21 11:00:00,
