id_dokumenti_financiar,statusi
DOC-0000998,regjistruar
DOC-0000999,regjistruar
DOC-0001000,regjistruar
DOC-0001001,regjistruar
DOC-0001002,regjistruar
DOC-0001003,regjistruar
DOC-0001004,regjistruar
DOC-0001005,regjistruar
DOC-0001006,regjistruar
DOC-0001007,regjistruar
DOC-0001008,regjistruar
DOC-0001009,regjistruar
DOC-0001010,regjistruar
DOC-0001011,regjistruar
DOC-0001012,regjistruar
DOC-0001013,regjistruar
DOC-0001014,regjistruar
DOC-0001015,regjistruar
DOC-0001016,regjistruar
DOC-0001017,regjistruar
DOC-0001018,regjistruar
DOC-0001019,regjistruar
DOC-0001020,regjistruar
DOC-0001021,regjistruar
DOC-0001022,regjistruar
DOC-0001023,regjistruar
DOC-0001024,regjistruar
DOC-0001025,regjistruar
DOC-0001026,regjistruar
DOC-0001027,regjistruar
DOC-0001028,regjistruar
DOC-0001029,regjistruar
DOC-0001030,regjistruar
DOC-0001031,regjistruar
DOC-0001032,regjistruar
DOC-0001033,regjistruar
DOC-0001034,regjistruar
DOC-0001035,regjistruar
DOC-0001036,regjistruar
DOC-0001037,regjistruar
DOC-0001038,regjistruar
DOC-0001039,regjistruar
DOC-0001040,regjistruar
DOC-0001041,regjistruar
DOC-0001042,regjistruar
DOC-0001043,regjistruar
DOC-0001044,regjistruar
DOC-0001045,regjistruar
DOC-0001046,regjistruar
DOC-0001047,regjistruar
DOC-0001048,regjistruar
DOC-0001049,regjistruar
DOC-0001050,regjistruar
DOC-0001051,regjistruar
DOC-0001052,regjistruar
DOC-0001053,regjistruar
DOC-0001054,regjistruar
DOC-0001055,regjistruar
DOC-0001056,regjistruar
DOC-0001057,regjistruar
DOC-0001058,regjistruar
DOC-0001059,regjistruar
DOC-0001060,regjistruar
DOC-0001061,regjistruar
DOC-0001062,regjistruar
DOC-0001063,regjistruar
DOC-0001064,regjistruar
DOC-0001065,regjistruar
DOC-0001066,regjistruar
DOC-0001067,regjistruar
DOC-0001068,regjistruar
DOC-0001069,regjistruar
DOC-0001070,regjistruar
DOC-0001071,regjistruar
DOC-0001072,regjistruar
DOC-0001073,regjistruar
DOC-0001074,regjistruar
DOC-0001075,regjistruar
DOC-0001076,regjistruar
DOC-0001077,regjistruar
DOC-0001078,regjistruar
DOC-0001079,regjistruar
DOC-0001080,regjistruar
DOC-0001081,regjistruar
DOC-0001082,regjistruar
DOC-0001083,regjistruar
DOC-0001084,regjistruar
DOC-0001085,regjistruar
DOC-0001086,regjistruar
DOC-0001087,regjistruar
DOC-0001088,regjistruar
DOC-0001089,regjistruar
DOC-0001090,regjistruar
DOC-0001091,regjistruar
DOC-0001092,regjistruar
DOC-0001093,regjistruar
DOC-0001094,regjistruar
DOC-0001095,regjistruar
DOC-0001096,regjistruar
DOC-0001097,regjistruar
DOC-0001098,regjistruar
DOC-0001099,regjistruar
DOC-0001100,regjistruar
DOC-0001101,regjistruar
DOC-0001102,regjistruar
DOC-0001103,regjistruar
DOC-0001104,regjistruar
DOC-0001105,regjistruar
DOC-0001106,regjistruar
DOC-0001107,regjistruar
DOC-0001108,regjistruar
DOC-0001109,regjistruar
DOC-0001110,regjistruar
DOC-0001111,regjistruar
DOC-0001112,regjistruar
DOC-0001113,regjistruar
DOC-0001114,regjistruar
DOC-0001115,regjistruar
DOC-0001116,regjistruar
DOC-0001117,regjistruar
DOC-0001118,regjistruar
DOC-0001119,regjistruar
DOC-0001120,regjistruar
DOC-0001121,regjistruar
DOC-0001122,regjistruar
DOC-0001123,regjistruar
DOC-0001124,regjistruar
DOC-0001125,regjistruar
DOC-0001126,regjistruar
DOC-0001127,regjistruar
DOC-0001128,regjistruar
DOC-0001129,regjistruar
DOC-0001130,regjistruar
DOC-0001131,regjistruar
DOC-0001132,regjistruar
DOC-0001133,regjistruar
DOC-0001134,regjistruar
DOC-0001135,regjistruar
DOC-0001136,regjistruar
DOC-0001137,regjistruar
DOC-0001138,regjistruar
DOC-0001139,regjistruar
DOC-0001140,regjistruar
DOC-0001141,regjistruar
DOC-0001142,regjistruar
DOC-0001143,regjistruar
DOC-0001144,regjistruar
DOC-0001145,regjistruar
DOC-0001146,regjistruar
DOC-0001147,regjistruar
DOC-0001148,regjistruar
DOC-0001149,regjistruar
DOC-0001150,regjistruar
DOC-0001151,regjistruar
DOC-0001152,regjistruar
DOC-0001153,regjistruar
DOC-0001154,regjistruar
DOC-0001155,regjistruar
DOC-0001156,regjistruar
DOC-0001157,regjistruar
DOC-0001158,regjistruar
DOC-0001159,regjistruar
DOC-0001160,regjistruar
DOC-0001161,regjistruar
DOC-0001162,regjistruar
DOC-0001163,regjistruar
DOC-0001164,regjistruar
DOC-0001165,regjistruar
DOC-0001166,regjistruar
DOC-0001167,regjistruar
DOC-0001168,regjistruar
DOC-0001169,regjistruar
DOC-0001170,regjistruar
DOC-0001171,regjistruar
DOC-0001172,regjistruar
DOC-0001173,regjistruar
DOC-0001174,regjistruar
DOC-0001175,regjistruar
DOC-0001176,regjistruar
DOC-0001177,regjistruar
DOC-0001178,regjistruar
DOC-0001179,regjistruar
DOC-0001180,regjistruar
DOC-0001181,regjistruar
DOC-0001182,regjistruar
DOC-0001183,regjistruar
DOC-0001184,regjistruar
DOC-0001185,regjistruar
DOC-0001186,regjistruar
DOC-0001187,regjistruar
DOC-0001188,regjistruar
DOC-0001189,regjistruar
DOC-0001190,regjistruar
DOC-0001191,regjistruar
DOC-0001192,regjistruar
DOC-0001193,regjistruar
DOC-0001194,regjistruar
DOC-0001195,regjistruar
DOC-0001196,regjistruar
DOC-0001197,regjistruar
DOC-0001198,regjistruar
DOC-0001199,regjistruar
DOC-0001200,regjistruar
DOC-0001201,regjistruar
DOC-0001202,regjistruar
DOC-0001203,regjistruar
DOC-0001204,regjistruar
DOC-0001205,regjistruar
DOC-0001206,regjistruar
DOC-0001207,regjistruar
DOC-0001208,regjistruar
DOC-0001209,regjistruar
DOC-0001210,regjistruar
DOC-0001211,regjistruar
DOC-0001212,regjistruar
DOC-0001213,regjistruar
DOC-0001214,regjistruar
DOC-0001215,regjistruar
DOC-0001216,regjistruar
DOC-0001217,regjistruar
DOC-0001218,regjistruar
DOC-0001219,regjistruar
DOC-0001220,regjistruar
DOC-0001221,regjistruar
DOC-0001222,regjistruar
DOC-0001223,regjistruar
DOC-0001224,regjistruar
DOC-0001225,regjistruar
DOC-0001226,regjistruar
DOC-0001227,regjistruar
DOC-0001228,regjistruar
DOC-0001229,regjistruar
DOC-0001230,regjistruar
DOC-0001231,regjistruar
DOC-0001232,regjistruar
DOC-0001233,regjistruar
DOC-0001234,regjistruar
DOC-0001235,regjistruar
DOC-0001236,regjistruar
DOC-0001237,regjistruar
DOC-0001238,regjistruar
DOC-0001239,regjistruar
DOC-0001240,regjistruar
DOC-0001241,regjistruar
DOC-0001242,regjistruar
DOC-0001243,regjistruar
DOC-0001244,regjistruar
DOC-0001245,regjistruar
DOC-0001246,regjistruar
DOC-0001247,regjistruar
DOC-0001248,regjistruar
DOC-0001249,regjistruar
DOC-0001250,regjistruar
DOC-0001251,regjistruar
DOC-0001252,regjistruar
DOC-0001253,regjistruar
DOC-0001254,regjistruar
DOC-0001255,regjistruar
DOC-0001256,regjistruar
DOC-0001257,regjistruar
DOC-0001258,regjistruar
DOC-0001259,regjistruar
DOC-0001260,regjistruar
DOC-0001261,regjistruar
DOC-0001262,regjistruar
DOC-0001263,regjistruar
DOC-0001264,regjistruar
DOC-0001265,regjistruar
DOC-0001266,regjistruar
DOC-0001267,regjistruar
DOC-0001268,regjistruar
DOC-0001269,regjistruar
DOC-0001270,regjistruar
DOC-0001271,regjistruar
DOC-0001272,regjistruar
DOC-0001273,regjistruar
DOC-0001274,regjistruar
DOC-0001275,regjistruar
DOC-0001276,regjistruar
DOC-0001277,regjistruar
DOC-0001278,regjistruar
DOC-0001279,regjistruar
DOC-0001280,regjistruar
DOC-0001281,regjistruar
DOC-0001282,regjistruar
DOC-0001283,regjistruar
DOC-0001284,regjistruar
DOC-0001285,regjistruar
DOC-0001286,regjistruar
DOC-0001287,regjistruar
DOC-0001288,regjistruar
DOC-0001289,regjistruar
DOC-0001290,regjistruar
DOC-0001291,regjistruar
DOC-0001292,regjistruar
DOC-0001293,regjistruar
DOC-0001294,regjistruar
DOC-0001295,regjistruar
DOC-0001296,regjistruar
DOC-0001297,regjistruar
DOC-0001298,regjistruar
DOC-0001299,regjistruar
DOC-0001300,regjistruar
DOC-0001301,regjistruar
DOC-0001302,regjistruar
DOC-0001303,regjistruar
DOC-0001304,regjistruar
DOC-0001305,regjistruar
DOC-0001306,regjistruar
DOC-0001307,regjistruar
DOC-0001308,regjistruar
DOC-0001309,regjistruar
DOC-0001310,regjistruar
DOC-0001311,regjistruar
DOC-0001312,regjistruar
DOC-0001313,regjistruar
DOC-0001314,regjistruar
DOC-0001315,regjistruar
DOC-0001316,regjistruar
DOC-0001317,regjistruar
DOC-0001318,regjistruar
DOC-0001319,regjistruar
DOC-0001320,regjistruar
DOC-0001321,regjistruar
DOC-0001322,regjistruar
DOC-0001323,regjistruar
DOC-0001324,regjistruar
DOC-0001325,regjistruar
DOC-0001326,regjistruar
DOC-0001327,regjistruar
DOC-0001328,regjistruar
DOC-0001329,regjistruar
DOC-0001330,regjistruar
DOC-0001331,regjistruar
DOC-0001332,regjistruar
DOC-0001333,regjistruar
DOC-0001334,regjistruar
DOC-0001335,regjistruar
DOC-0001336,regjistruar
DOC-0001337,regjistruar
DOC-0001338,regjistruar
DOC-0001339,regjistruar
DOC-0001340,regjistruar
DOC-0001341,regjistruar
DOC-0001342,regjistruar
DOC-0001343,regjistruar
DOC-0001344,regjistruar
DOC-0001345,regjistruar
DOC-0001346,regjistruar
DOC-0001347,regjistruar
DOC-0001348,regjistruar
DOC-0001349,regjistruar
DOC-0001350,regjistruar
DOC-0001351,regjistruar
DOC-0001352,regjistruar
DOC-0001353,regjistruar
DOC-0001354,regjistruar
DOC-0001355,regjistruar
DOC-0001356,regjistruar
DOC-0001357,regjistruar
DOC-0001358,regjistruar
DOC-0001359,regjistruar
DOC-0001360,regjistruar
DOC-0001361,regjistruar
DOC-0001362,regjistruar
DOC-0001363,regjistruar
DOC-0001364,regjistruar
DOC-0001365,regjistruar
DOC-0001366,regjistruar
DOC-0001367,regjistruar
DOC-0001368,regjistruar
DOC-0001369,regjistruar
DOC-0001370,regjistruar
DOC-0001371,regjistruar
DOC-0001372,regjistruar
DOC-0001373,regjistruar
DOC-0001374,regjistruar
DOC-0001375,regjistruar
DOC-0001376,regjistruar
DOC-0001377,regjistruar
DOC-0001378,regjistruar
DOC-0001379,regjistruar
DOC-0001380,regjistruar
DOC-0001381,regjistruar
DOC-0001382,regjistruar
DOC-0001383,regjistruar
DOC-0001384,regjistruar
DOC-0001385,regjistruar
DOC-0001386,regjistruar
DOC-0001387,regjistruar
DOC-0001388,regjistruar
DOC-0001389,regjistruar
DOC-0001390,regjistruar
DOC-0001391,regjistruar
DOC-0001392,regjistruar
DOC-0001393,regjistruar
DOC-0001394,regjistruar
DOC-0001395,regjistruar
DOC-0001396,regjistruar
DOC-0001397,regjistruar
DOC-0001398,regjistruar
DOC-0001399,regjistruar
DOC-0001400,regjistruar
DOC-0001401,regjistruar
DOC-0001402,regjistruar
DOC-0001403,regjistruar
DOC-0001404,regjistruar
DOC-0001405,regjistruar
DOC-0001406,regjistruar
DOC-0001407,regjistruar
DOC-0001408,regjistruar
DOC-0001409,regjistruar
DOC-0001410,regjistruar
DOC-0001411,regjistruar
DOC-0001412,regjistruar
DOC-0001413,regjistruar
DOC-0001414,regjistruar
DOC-0001415,regjistruar
DOC-0001416,regjistruar
DOC-0001417,regjistruar
DOC-0001418,regjistruar
DOC-0001419,regjistruar
DOC-0001420,regjistruar
DOC-0001421,regjistruar
DOC-0001422,regjistruar
DOC-0001423,regjistruar
DOC-0001424,regjistruar
DOC-0001425,regjistruar
DOC-0001426,regjistruar
DOC-0001427,regjistruar
DOC-0001428,regjistruar
DOC-0001429,regjistruar
DOC-0001430,regjistruar
DOC-0001431,regjistruar
DOC-0001432,regjistruar
DOC-0001433,regjistruar
DOC-0001434,regjistruar
DOC-0001435,regjistruar
DOC-0001436,regjistruar
DOC-0001437,regjistruar
DOC-0001438,regjistruar
DOC-0001439,regjistruar
DOC-0001440,regjistruar
DOC-0001441,regjistruar
DOC-0001442,regjistruar
DOC-0001443,regjistruar
DOC-0001444,regjistruar
DOC-0001445,regjistruar
DOC-0001446,regjistruar
DOC-0001447,regjistruar
DOC-0001448,regjistruar
DOC-0001449,regjistruar
DOC-0001450,regjistruar
DOC-0001451,regjistruar
DOC-0001452,regjistruar
DOC-0001453,regjistruar
DOC-0001454,regjistruar
DOC-0001455,regjistruar
DOC-0001456,regjistruar
DOC-0001457,regjistruar
DOC-0001458,regjistruar
DOC-0001459,regjistruar
DOC-0001460,regjistruar
DOC-0001461,regjistruar
DOC-0001462,regjistruar
DOC-0001463,regjistruar
DOC-0001464,regjistruar
DOC-0001465,regjistruar
DOC-0001466,regjistruar
DOC-0001467,regjistruar
DOC-0001468,regjistruar
DOC-0001469,regjistruar
DOC-0001470,regjistruar
DOC-0001471,regjistruar
DOC-0001472,regjistruar
DOC-0001473,regjistruar
DOC-0001474,regjistruar
DOC-0001475,regjistruar
DOC-0001476,regjistruar
DOC-0001477,regjistruar
DOC-0001478,regjistruar
DOC-0001479,regjistruar
DOC-0001480,regjistruar
DOC-0001481,regjistruar
DOC-0001482,regjistruar
DOC-0001483,regjistruar
DOC-0001484,regjistruar
DOC-0001485,regjistruar
DOC-0001486,regjistruar
DOC-0001487,regjistruar
DOC-0001488,regjistruar
DOC-0001489,regjistruar
DOC-0001490,regjistruar
DOC-0001491,regjistruar
DOC-0001492,regjistruar
DOC-0001493,regjistruar
DOC-0001494,regjistruar
DOC-0001495,regjistruar
DOC-0001496,regjistruar
DOC-0001497,regjistruar
DOC-0001498,regjistruar
DOC-0001499,regjistruar
DOC-0001500,regjistruar
DOC-0001501,regjistruar
DOC-0001502,regjistruar
DOC-0001503,regjistruar
DOC-0001504,regjistruar
DOC-0001505,regjistruar
DOC-0001506,regjistruar
DOC-0001507,regjistruar
DOC-0001508,regjistruar
DOC-0001509,regjistruar
DOC-0001510,regjistruar
DOC-0001511,regjistruar
DOC-0001512,regjistruar
DOC-0001513,regjistruar
DOC-0001514,regjistruar
DOC-0001515,regjistruar
DOC-0001516,regjistruar
DOC-0001517,regjistruar
DOC-0001518,regjistruar
DOC-0001519,regjistruar
DOC-0001520,regjistruar
DOC-0001521,regjistruar
DOC-0001522,regjistruar
DOC-0001523,regjistruar
DOC-0001524,regjistruar
DOC-0001525,regjistruar
DOC-0001526,regjistruar
DOC-0001527,regjistruar
DOC-0001528,regjistruar
DOC-0001529,regjistruar
DOC-0001530,regjistruar
DOC-0001531,regjistruar
DOC-0001532,regjistruar
DOC-0001533,regjistruar
DOC-0001534,regjistruar
DOC-0001535,regjistruar
DOC-0001536,regjistruar
DOC-0001537,regjistruar
DOC-0001538,regjistruar
DOC-0001539,regjistruar
DOC-0001540,regjistruar
DOC-0001541,regjistruar
DOC-0001542,regjistruar
DOC-0001543,regjistruar
DOC-0001544,regjistruar
DOC-0001545,regjistruar
DOC-0001546,regjistruar
DOC-0001547,regjistruar
DOC-0001548,regjistruar
DOC-0001549,regjistruar
DOC-0001550,regjistruar
DOC-0001551,regjistruar
DOC-0001552,regjistruar
DOC-0001553,regjistruar
DOC-0001554,regjistruar
DOC-0001555,regjistruar
DOC-0001556,regjistruar
DOC-0001557,regjistruar
DOC-0001558,regjistruar
DOC-0001559,regjistruar
DOC-0001560,regjistruar
DOC-0001561,regjistruar
DOC-0001562,regjistruar
DOC-0001563,regjistruar
DOC-0001564,regjistruar
DOC-0001565,regjistruar
DOC-0001566,regjistruar
DOC-0001567,regjistruar
DOC-0001568,regjistruar
DOC-0001569,regjistruar
DOC-0001570,regjistruar
DOC-0001571,regjistruar
DOC-0001572,regjistruar
DOC-0001573,regjistruar
DOC-0001574,regjistruar
DOC-0001575,regjistruar
DOC-0001576,regjistruar
DOC-0001577,regjistruar
DOC-0001578,regjistruar
DOC-0001579,regjistruar
DOC-0001580,regjistruar
DOC-0001581,regjistruar
DOC-0001582,regjistruar
DOC-0001583,regjistruar
DOC-0001584,regjistruar
DOC-0001585,regjistruar
DOC-0001586,regjistruar
DOC-0001587,regjistruar
DOC-0001588,regjistruar
DOC-0001589,regjistruar
DOC-0001590,regjistruar
DOC-0001591,regjistruar
DOC-0001592,regjistruar
DOC-0001593,regjistruar
DOC-0001594,regjistruar
DOC-0001595,regjistruar
DOC-0001596,regjistruar
DOC-0001597,regjistruar
DOC-0001598,regjistruar
DOC-0001599,regjistruar
DOC-0001600,regjistruar
DOC-0001601,regjistruar
DOC-0001602,regjistruar
DOC-0001603,regjistruar
DOC-0001604,regjistruar
DOC-0001605,regjistruar
DOC-0001606,regjistruar
DOC-0001607,regjistruar
DOC-0001608,regjistruar
DOC-0001609,regjistruar
DOC-0001610,regjistruar
DOC-0001611,regjistruar
DOC-0001612,regjistruar
DOC-0001613,regjistruar
DOC-0001614,regjistruar
DOC-0001615,regjistruar
DOC-0001616,regjistruar
DOC-0001617,regjistruar
DOC-0001618,regjistruar
DOC-0001619,regjistruar
DOC-0001620,regjistruar
DOC-0001621,regjistruar
DOC-0001622,regjistruar
DOC-0001623,regjistruar
DOC-0001624,regjistruar
DOC-0001625,regjistruar
DOC-0001626,regjistruar
DOC-0001627,regjistruar
DOC-0001628,regjistruar
DOC-0001629,regjistruar
DOC-0001630,regjistruar
DOC-0001631,regjistruar
DOC-0001632,regjistruar
DOC-0001633,regjistruar
DOC-0001634,regjistruar
DOC-0001635,regjistruar
DOC-0001636,regjistruar
DOC-0001637,regjistruar
DOC-0001638,regjistruar
DOC-0001639,regjistruar
DOC-0001640,regjistruar
DOC-0001641,regjistruar
DOC-0001642,regjistruar
DOC-0001643,regjistruar
DOC-0001644,regjistruar
DOC-0001645,regjistruar
DOC-0001646,regjistruar
DOC-0001647,regjistruar
DOC-0001648,regjistruar
DOC-0001649,regjistruar
DOC-0001650,regjistruar
DOC-0001651,regjistruar
DOC-0001652,regjistruar
DOC-0001653,regjistruar
DOC-0001654,regjistruar
DOC-0001655,regjistruar
DOC-0001656,regjistruar
DOC-0001657,regjistruar
DOC-0001658,regjistruar
DOC-0001659,regjistruar
DOC-0001660,regjistruar
DOC-0001661,regjistruar
DOC-0001662,regjistruar
DOC-0001663,regjistruar
DOC-0001664,regjistruar
DOC-0001665,regjistruar
DOC-0001666,regjistruar
DOC-0001667,regjistruar
DOC-0001668,regjistruar
DOC-0001669,regjistruar
DOC-0001670,regjistruar
DOC-0001671,regjistruar
DOC-0001672,regjistruar
DOC-0001673,regjistruar
DOC-0001674,regjistruar
DOC-0001675,regjistruar
DOC-0001676,regjistruar
DOC-0001677,regjistruar
DOC-0001678,regjistruar
DOC-0001679,regjistruar
DOC-0001680,regjistruar
DOC-0001681,regjistruar
DOC-0001682,regjistruar
DOC-0001683,regjistruar
DOC-0001684,regjistruar
DOC-0001685,regjistruar
DOC-0001686,regjistruar
DOC-0001687,regjistruar
DOC-0001688,regjistruar
DOC-0001689,regjistruar
DOC-0001690,regjistruar
DOC-0001691,regjistruar
DOC-0001692,regjistruar
DOC-0001693,regjistruar
DOC-0001694,regjistruar
DOC-0001695,regjistruar
DOC-0001696,regjistruar
DOC-0001697,regjistruar
DOC-0001698,regjistruar
DOC-0001699,regjistruar
DOC-0001700,regjistruar
DOC-0001701,regjistruar
DOC-0001702,regjistruar
DOC-0001703,regjistruar
DOC-0001704,regjistruar
DOC-0001705,regjistruar
DOC-0001706,regjistruar
DOC-0001707,regjistruar
DOC-0001708,regjistruar
DOC-0001709,regjistruar
DOC-0001710,regjistruar
DOC-0001711,regjistruar
DOC-0001712,regjistruar
DOC-0001713,regjistruar
DOC-0001714,regjistruar
DOC-0001715,regjistruar
DOC-0001716,regjistruar
DOC-0001717,regjistruar
DOC-0001718,regjistruar
DOC-0001719,regjistruar
DOC-0001720,regjistruar
DOC-0001721,regjistruar
DOC-0001722,regjistruar
DOC-0001723,regjistruar
DOC-0001724,regjistruar
DOC-0001725,regjistruar
DOC-0001726,regjistruar
DOC-0001727,regjistruar
DOC-0001728,regjistruar
DOC-0001729,regjistruar
DOC-0001730,regjistruar
DOC-0001731,regjistruar
DOC-0001732,regjistruar
DOC-0001733,regjistruar
DOC-0001734,regjistruar
DOC-0001735,regjistruar
DOC-0001736,regjistruar
DOC-0001737,regjistruar
DOC-0001738,regjistruar
DOC-0001739,regjistruar
DOC-0001740,regjistruar
DOC-0001741,regjistruar
DOC-0001742,regjistruar
DOC-0001743,regjistruar
DOC-0001744,regjistruar
DOC-0001745,regjistruar
DOC-0001746,regjistruar
DOC-0001747,regjistruar
DOC-0001748,regjistruar
DOC-0001749,regjistruar
DOC-0001750,regjistruar
DOC-0001751,regjistruar
DOC-0001752,regjistruar
DOC-0001753,regjistruar
DOC-0001754,regjistruar
DOC-0001755,regjistruar
DOC-0001756,regjistruar
DOC-0001757,regjistruar
DOC-0001758,regjistruar
DOC-0001759,regjistruar
DOC-0001760,regjistruar
DOC-0001761,regjistruar
DOC-0001762,regjistruar
DOC-0001763,regjistruar
DOC-0001764,regjistruar
DOC-0001765,regjistruar
DOC-0001766,regjistruar
DOC-0001767,regjistruar
DOC-0001768,regjistruar
DOC-0001769,regjistruar
DOC-0001770,regjistruar
DOC-0001771,regjistruar
DOC-0001772,regjistruar
DOC-0001773,regjistruar
DOC-0001774,regjistruar
DOC-0001775,regjistruar
DOC-0001776,regjistruar
DOC-0001777,regjistruar
DOC-0001778,regjistruar
DOC-0001779,regjistruar
DOC-0001780,regjistruar
DOC-0001781,regjistruar
DOC-0001782,regjistruar
DOC-0001783,regjistruar
DOC-0001784,regjistruar
DOC-0001785,regjistruar
DOC-0001786,regjistruar
DOC-0001787,regjistruar
DOC-0001788,regjistruar
DOC-0001789,regjistruar
DOC-0001790,regjistruar
DOC-0001791,regjistruar
DOC-0001792,regjistruar
DOC-0001793,regjistruar
DOC-0001794,regjistruar
DOC-0001795,regjistruar
DOC-0001796,regjistruar
DOC-0001797,regjistruar
DOC-0001798,regjistruar
DOC-0001799,regjistruar
DOC-0001800,regjistruar
DOC-0001801,regjistruar
DOC-0001802,regjistruar
DOC-0001803,regjistruar
DOC-0001804,regjistruar
DOC-0001805,regjistruar
DOC-0001806,regjistruar
DOC-0001807,regjistruar
DOC-0001808,regjistruar
DOC-0001809,regjistruar
DOC-0001810,regjistruar
DOC-0001811,regjistruar
DOC-0001812,regjistruar
DOC-0001813,regjistruar
DOC-0001814,regjistruar
DOC-0001815,regjistruar
DOC-0001816,regjistruar
DOC-0001817,regjistruar
DOC-0001818,regjistruar
DOC-0001819,regjistruar
DOC-0001820,regjistruar
DOC-0001821,regjistruar
DOC-0001822,regjistruar
DOC-0001823,regjistruar
DOC-0001824,regjistruar
DOC-0001825,regjistruar
DOC-0001826,regjistruar
DOC-0001827,regjistruar
DOC-0001828,regjistruar
DOC-0001829,regjistruar
DOC-0001830,regjistruar
DOC-0001831,regjistruar
DOC-0001832,regjistruar
DOC-0001833,regjistruar
DOC-0001834,regjistruar
DOC-0001835,regjistruar
DOC-0001836,regjistruar
DOC-0001837,regjistruar
DOC-0001838,regjistruar
DOC-0001839,regjistruar
DOC-0001840,regjistruar
DOC-0001841,regjistruar
DOC-0001842,regjistruar
DOC-0001843,regjistruar
DOC-0001844,regjistruar
DOC-0001845,regjistruar
DOC-0001846,regjistruar
DOC-0001847,regjistruar
DOC-0001848,regjistruar
DOC-0001849,regjistruar
DOC-0001850,regjistruar
DOC-0001851,regjistruar
DOC-0001852,regjistruar
DOC-0001853,regjistruar
DOC-0001854,regjistruar
DOC-0001855,regjistruar
DOC-0001856,regjistruar
DOC-0001857,regjistruar
DOC-0001858,regjistruar
DOC-0001859,regjistruar
DOC-0001860,regjistruar
DOC-0001861,regjistruar
DOC-0001862,regjistruar
DOC-0001863,regjistruar
DOC-0001864,regjistruar
DOC-0001865,regjistruar
DOC-0001866,regjistruar
DOC-0001867,regjistruar
DOC-0001868,regjistruar
DOC-0001869,regjistruar
DOC-0001870,regjistruar
DOC-0001871,regjistruar
DOC-0001872,regjistruar
DOC-0001873,regjistruar
DOC-0001874,regjistruar
DOC-0001875,regjistruar
DOC-0001876,regjistruar
DOC-0001877,regjistruar
DOC-0001878,regjistruar
DOC-0001879,regjistruar
DOC-0001880,regjistruar
DOC-0001881,regjistruar
DOC-0001882,regjistruar
DOC-0001883,regjistruar
DOC-0001884,regjistruar
DOC-0001885,regjistruar
DOC-0001886,regjistruar
DOC-0001887,regjistruar
DOC-0001888,regjistruar
DOC-0001889,regjistruar
DOC-0001890,regjistruar
DOC-0001891,regjistruar
DOC-0001892,regjistruar
DOC-0001893,regjistruar
DOC-0001894,regjistruar
DOC-0001895,regjistruar
DOC-0001896,regjistruar
DOC-0001897,regjistruar
DOC-0001898,regjistruar
DOC-0001899,regjistruar
DOC-0001900,regjistruar
DOC-0001901,regjistruar
DOC-0001902,regjistruar
DOC-0001903,regjistruar
DOC-0001904,regjistruar
DOC-0001905,regjistruar
DOC-0001906,regjistruar
DOC-0001907,regjistruar
DOC-0001908,regjistruar
DOC-0001909,regjistruar
DOC-0001910,regjistruar
DOC-0001911,regjistruar
DOC-0001912,regjistruar
DOC-0001913,regjistruar
DOC-0001914,regjistruar
DOC-0001915,regjistruar
DOC-0001916,regjistruar
DOC-0001917,regjistruar
DOC-0001918,regjistruar
DOC-0001919,regjistruar
DOC-0001920,regjistruar
DOC-0001921,regjistruar
DOC-0001922,regjistruar
DOC-0001923,regjistruar
DOC-0001924,regjistruar
DOC-0001925,regjistruar
DOC-0001926,regjistruar
DOC-0001927,regjistruar
DOC-0001928,regjistruar
DOC-0001929,regjistruar
DOC-0001930,regjistruar
DOC-0001931,regjistruar
DOC-0001932,regjistruar
DOC-0001933,regjistruar
DOC-0001934,regjistruar
DOC-0001935,regjistruar
DOC-0001936,regjistruar
DOC-0001937,regjistruar
DOC-0001938,regjistruar
DOC-0001939,regjistruar
DOC-0001940,regjistruar
DOC-0001941,regjistruar
DOC-0001942,regjistruar
DOC-0001943,regjistruar
DOC-0001944,regjistruar
DOC-0001945,regjistruar
DOC-0001946,regjistruar
DOC-0001947,regjistruar
DOC-0001948,regjistruar
DOC-0001949,regjistruar
DOC-0001950,regjistruar
DOC-0001951,regjistruar
DOC-0001952,regjistruar
DOC-0001953,regjistruar
DOC-0001954,regjistruar
DOC-0001955,regjistruar
DOC-0001956,regjistruar
DOC-0001957,regjistruar
DOC-0001958,regjistruar
DOC-0001959,regjistruar
DOC-0001960,regjistruar
DOC-0001961,regjistruar
DOC-0001962,regjistruar
DOC-0001963,regjistruar
DOC-0001964,regjistruar
DOC-0001965,regjistruar
DOC-0001966,regjistruar
DOC-0001967,regjistruar
DOC-0001968,regjistruar
DOC-0001969,regjistruar
DOC-0001970,regjistruar
DOC-0001971,regjistruar
DOC-0001972,regjistruar
DOC-0001973,regjistruar
DOC-0001974,regjistruar
DOC-0001975,regjistruar
DOC-0001976,regjistruar
DOC-0001977,regjistruar
DOC-0001978,regjistruar
DOC-0001979,regjistruar
DOC-0001980,regjistruar
DOC-0001981,regjistruar
DOC-0001982,regjistruar
DOC-0001983,regjistruar
DOC-0001984,regjistruar
DOC-0001985,regjistruar
DOC-0001986,regjistruar
DOC-0001987,regjistruar
DOC-0001988,regjistruar
DOC-0001989,regjistruar
DOC-0001990,regjistruar
DOC-0001991,regjistruar
DOC-0001992,regjistruar
DOC-0001993,regjistruar
DOC-0001994,regjistruar
DOC-0001995,regjistruar
